subtipo,barrio,mes,anio,count
Lesiones Dolosas,VILLA LUGANO,SEPTIEMBRE,2019,54
Robo total,CHACARITA,DICIEMBRE,2020,54
Hurto total,LINIERS,AGOSTO,2019,54
Lesiones por siniestros viales,BALVANERA,SEPTIEMBRE,2016,54
Lesiones por siniestros viales,BALVANERA,OCTUBRE,2022,54
Robo total,MONTE CASTRO,DICIEMBRE,2018,54
Hurto total,SAN CRISTOBAL,JULIO,2019,54
Robo total,FLORESTA,ABRIL,2018,54
Robo total,VILLA LURO,JULIO,2017,54
Hurto total,VILLA PUEYRREDON,MARZO,2023,54
Hurto total,VILLA PUEYRREDON,NOVIEMBRE,2023,54
Hurto total,CONSTITUCION,ABRIL,2016,54
Robo total,VILLA LURO,OCTUBRE,2017,54
Amenazas,VILLA LUGANO,FEBRERO,2022,54
Hurto total,SAN TELMO,FEBRERO,2018,54
Lesiones Dolosas,CONSTITUCION,JUNIO,2016,54
Robo total,VILLA URQUIZA,JULIO,2021,54
Hurto total,CONSTITUCION,JUNIO,2021,54
Hurto total,BOEDO,ABRIL,2019,54
Hurto total,FLORESTA,NOVIEMBRE,2017,54
Hurto total,SAN TELMO,OCTUBRE,2016,54
Hurto total,VILLA LURO,SEPTIEMBRE,2023,54
Lesiones Dolosas,CONSTITUCION,MARZO,2019,54
Hurto total,BARRACAS,DICIEMBRE,2020,54
Hurto total,VILLA DEVOTO,JULIO,2019,54
Robo total,MONSERRAT,ENERO,2022,54
Hurto total,VILLA DEVOTO,JULIO,2018,54
Lesiones por siniestros viales,BALVANERA,SEPTIEMBRE,2017,54
Amenazas,VILLA LUGANO,OCTUBRE,2023,54
Lesiones Dolosas,NO ESPECIFICADA,AGOSTO,2023,54
Hurto total,LINIERS,ABRIL,2022,54
Amenazas,PARQUE CHACABUCO,MAYO,2016,54
Hurto total,CONSTITUCION,DICIEMBRE,2016,54
Robo total,CHACARITA,AGOSTO,2022,54
Lesiones Dolosas,VILLA SOLDATI,ENERO,2016,54
Hurto total,FLORESTA,MARZO,2018,54
Lesiones Dolosas,CONSTITUCION,SEPTIEMBRE,2019,54
Robo total,COGHLAN,AGOSTO,2018,54
Lesiones Dolosas,BARRACAS,MAYO,2019,54
Hurto total,VILLA SANTA RITA,MARZO,2023,54
Hurto total,PARQUE AVELLANEDA,ENERO,2019,54
Lesiones Dolosas,BARRACAS,SEPTIEMBRE,2016,54
Amenazas,BARRACAS,MAYO,2021,54
Lesiones Dolosas,LINIERS,AGOSTO,2016,54
Lesiones Dolosas,FLORES,SEPTIEMBRE,2020,54
Hurto total,PARQUE CHACABUCO,FEBRERO,2019,54
Robo total,SAN CRISTOBAL,OCTUBRE,2020,54
Robo total,ALMAGRO,MAYO,2020,54
Lesiones Dolosas,CABALLITO,MARZO,2016,54
Hurto total,BOEDO,NOVIEMBRE,2017,54
Robo total,VILLA SANTA RITA,ABRIL,2016,54
Amenazas,BARRACAS,DICIEMBRE,2021,54
Robo total,CHACARITA,JULIO,2019,54
Lesiones Dolosas,RECOLETA,ABRIL,2017,54
Amenazas,FLORES,OCTUBRE,2020,54
Robo total,CHACARITA,ABRIL,2022,53
Robo total,VELEZ SARSFIELD,MAYO,2016,53
Hurto total,PARQUE CHACABUCO,MARZO,2021,53
Lesiones por siniestros viales,PALERMO,MAYO,2023,53
Robo total,CHACARITA,AGOSTO,2021,53
Hurto total,PARQUE CHACABUCO,SEPTIEMBRE,2019,53
Lesiones Dolosas,FLORES,SEPTIEMBRE,2018,53
Hurto total,PARQUE CHACABUCO,FEBRERO,2022,53
Robo total,VELEZ SARSFIELD,MAYO,2017,53
Robo total,VELEZ SARSFIELD,FEBRERO,2016,53
Hurto total,PARQUE CHACABUCO,SEPTIEMBRE,2017,53
Hurto total,VILLA PUEYRREDON,ENERO,2018,53
Hurto total,PARQUE CHACABUCO,FEBRERO,2020,53
Robo total,COLEGIALES,JUNIO,2017,53
Hurto total,PARQUE CHACABUCO,JULIO,2016,53
Robo total,COLEGIALES,JUNIO,2016,53
Hurto total,FLORESTA,DICIEMBRE,2021,53
Hurto total,SAN TELMO,ABRIL,2017,53
Robo total,VILLA DEL PARQUE,FEBRERO,2018,53
Robo total,VILLA SANTA RITA,AGOSTO,2017,53
Robo total,SAAVEDRA,FEBRERO,2023,53
Robo total,VELEZ SARSFIELD,MARZO,2017,53
Amenazas,BALVANERA,JULIO,2022,53
Hurto total,PARQUE AVELLANEDA,NOVIEMBRE,2017,53
Hurto total,VILLA SOLDATI,JULIO,2022,53
Robo total,SAAVEDRA,DICIEMBRE,2020,53
Robo total,LINIERS,FEBRERO,2019,53
Robo total,VILLA DEL PARQUE,FEBRERO,2023,53
Robo total,VELEZ SARSFIELD,ABRIL,2017,53
Lesiones Dolosas,CONSTITUCION,OCTUBRE,2023,53
Amenazas,PALERMO,MARZO,2019,53
Robo total,PARQUE AVELLANEDA,MAYO,2019,53
Hurto total,PARQUE AVELLANEDA,MARZO,2017,53
Hurto total,MONTE CASTRO,MAYO,2023,53
Hurto total,SAAVEDRA,ENERO,2022,53
Robo total,VILLA LURO,SEPTIEMBRE,2017,53
Hurto total,NUÑEZ,DICIEMBRE,2020,53
Lesiones Dolosas,MATADEROS,OCTUBRE,2016,53
Lesiones Dolosas,VILLA LUGANO,NOVIEMBRE,2018,53
Robo total,VILLA DEVOTO,ENERO,2021,53
Robo total,VILLA SANTA RITA,AGOSTO,2018,53
Lesiones Dolosas,LINIERS,DICIEMBRE,2016,53
Hurto total,VILLA SANTA RITA,OCTUBRE,2023,53
Robo total,VILLA PUEYRREDON,OCTUBRE,2016,53
Robo total,CHACARITA,FEBRERO,2019,53
Hurto total,PARQUE AVELLANEDA,FEBRERO,2022,53
Hurto total,CABALLITO,MAYO,2020,53
Hurto total,COLEGIALES,JULIO,2022,53
Lesiones por siniestros viales,PALERMO,FEBRERO,2017,53
Lesiones por siniestros viales,BALVANERA,JUNIO,2016,53
Hurto total,PARQUE PATRICIOS,NOVIEMBRE,2019,53
Amenazas,CONSTITUCION,FEBRERO,2022,53
Robo total,VILLA SANTA RITA,OCTUBRE,2016,53
Lesiones Dolosas,BALVANERA,JUNIO,2021,53
Hurto total,LINIERS,ENERO,2019,53
Hurto total,SAN TELMO,JULIO,2018,53
Hurto total,BOCA,ENERO,2016,53
Hurto total,VILLA CRESPO,MARZO,2020,53
Robo total,VILLA SANTA RITA,FEBRERO,2017,53
Lesiones Dolosas,RECOLETA,MARZO,2017,53
Amenazas,FLORES,MAYO,2022,53
Lesiones Dolosas,RECOLETA,MARZO,2016,53
Lesiones por siniestros viales,FLORES,NOVIEMBRE,2018,53
Lesiones Dolosas,BARRACAS,OCTUBRE,2021,53
Robo total,VELEZ SARSFIELD,SEPTIEMBRE,2023,53
Robo total,BOEDO,JULIO,2021,53
Hurto total,VILLA DEVOTO,MARZO,2019,53
Amenazas,VILLA LUGANO,AGOSTO,2021,53
Amenazas,BARRACAS,JULIO,2017,53
Hurto total,VILLA DEL PARQUE,DICIEMBRE,2018,53
Hurto total,LINIERS,ENERO,2022,53
Robo total,BOEDO,FEBRERO,2023,53
Hurto total,BOCA,AGOSTO,2023,53
Hurto total,BARRACAS,NOVIEMBRE,2020,53
Hurto total,NUEVA POMPEYA,AGOSTO,2021,53
Lesiones Dolosas,BALVANERA,SEPTIEMBRE,2023,53
Hurto total,CHACARITA,MAYO,2023,53
Hurto total,COLEGIALES,JULIO,2021,53
Robo total,VILLA GRAL. MITRE,FEBRERO,2019,53
Amenazas,VILLA LUGANO,JULIO,2019,53
Hurto total,RETIRO,MARZO,2022,53
Hurto total,FLORESTA,MAYO,2022,53
Lesiones por siniestros viales,PALERMO,DICIEMBRE,2017,53
Hurto total,VILLA DEVOTO,JULIO,2021,53
Lesiones Dolosas,VILLA LUGANO,JULIO,2019,53
Lesiones Dolosas,SAN NICOLAS,AGOSTO,2017,53
Robo total,LINIERS,DICIEMBRE,2021,53
Hurto total,FLORESTA,OCTUBRE,2022,53
Robo total,VILLA DEL PARQUE,DICIEMBRE,2022,53
Hurto total,SAAVEDRA,OCTUBRE,2019,53
Amenazas,FLORES,ENERO,2023,53
Robo total,FLORESTA,SEPTIEMBRE,2023,53
Hurto total,LINIERS,DICIEMBRE,2017,53
Amenazas,VILLA LUGANO,NOVIEMBRE,2023,53
Hurto total,RETIRO,OCTUBRE,2021,53
Hurto total,VILLA DEL PARQUE,OCTUBRE,2022,53
Lesiones Dolosas,RECOLETA,OCTUBRE,2017,53
Hurto total,NUÑEZ,FEBRERO,2022,53
Amenazas,VILLA LUGANO,JUNIO,2019,53
Hurto total,MONTE CASTRO,ABRIL,2023,53
Hurto total,VILLA DEL PARQUE,SEPTIEMBRE,2022,53
Amenazas,VILLA LUGANO,MARZO,2020,53
Lesiones por siniestros viales,BALVANERA,JULIO,2017,53
Amenazas,BARRACAS,SEPTIEMBRE,2017,53
Robo total,FLORESTA,DICIEMBRE,2021,53
Lesiones Dolosas,PARQUE PATRICIOS,NOVIEMBRE,2016,53
Robo total,VILLA SANTA RITA,NOVIEMBRE,2018,53
Robo total,VILLA SANTA RITA,DICIEMBRE,2016,53
Robo total,COLEGIALES,JUNIO,2023,53
Lesiones Dolosas,SAN NICOLAS,OCTUBRE,2016,52
Hurto total,MONTE CASTRO,OCTUBRE,2023,52
Hurto total,NUEVA POMPEYA,JUNIO,2019,52
Hurto total,VILLA CRESPO,OCTUBRE,2017,52
Robo total,PATERNAL,MARZO,2023,52
Hurto total,BARRACAS,SEPTIEMBRE,2018,52
Hurto total,NUEVA POMPEYA,ABRIL,2019,52
Robo total,RETIRO,ABRIL,2020,52
Robo total,BOEDO,DICIEMBRE,2021,52
Hurto total,BOEDO,ENERO,2019,52
Lesiones Dolosas,SAN CRISTOBAL,DICIEMBRE,2017,52
Amenazas,BARRACAS,OCTUBRE,2023,52
Lesiones por siniestros viales,BALVANERA,AGOSTO,2016,52
Robo total,VILLA SANTA RITA,AGOSTO,2019,52
Hurto total,SAAVEDRA,FEBRERO,2019,52
Hurto total,SAAVEDRA,DICIEMBRE,2019,52
Lesiones por siniestros viales,BALVANERA,JULIO,2019,52
Hurto total,SAAVEDRA,ABRIL,2018,52
Hurto total,RETIRO,AGOSTO,2021,52
Hurto total,BOCA,JULIO,2023,52
Robo total,SAN NICOLAS,SEPTIEMBRE,2020,52
Robo total,VILLA LURO,AGOSTO,2017,52
Amenazas,BALVANERA,SEPTIEMBRE,2022,52
Hurto total,CHACARITA,FEBRERO,2019,52
Lesiones Dolosas,BALVANERA,MARZO,2020,52
Lesiones Dolosas,BALVANERA,MAYO,2023,52
Hurto total,CHACARITA,JUNIO,2022,52
Robo total,SAN NICOLAS,JUNIO,2020,52
Lesiones Dolosas,BALVANERA,SEPTIEMBRE,2018,52
Lesiones Dolosas,BARRACAS,ENERO,2021,52
Robo total,VILLA LURO,ENERO,2019,52
Robo total,NUÑEZ,MAYO,2021,52
Lesiones Dolosas,BOCA,JULIO,2019,52
Lesiones Dolosas,CABALLITO,ENERO,2019,52
Lesiones por siniestros viales,PALERMO,JULIO,2023,52
Robo total,COLEGIALES,JUNIO,2022,52
Amenazas,PALERMO,NOVIEMBRE,2017,52
Hurto total,VILLA DEVOTO,FEBRERO,2018,52
Robo total,VILLA DEL PARQUE,OCTUBRE,2019,52
Robo total,VILLA DEL PARQUE,MARZO,2018,52
Hurto total,BOEDO,FEBRERO,2017,52
Robo total,VILLA DEL PARQUE,ENERO,2017,52
Lesiones por siniestros viales,BALVANERA,MAYO,2022,52
Robo total,VILLA DEL PARQUE,ABRIL,2023,52
Hurto total,VILLA LUGANO,JULIO,2017,52
Robo total,VILLA CRESPO,MAYO,2020,52
Hurto total,SAN TELMO,JULIO,2017,52
Robo total,VILLA CRESPO,JUNIO,2020,52
Amenazas,BALVANERA,AGOSTO,2021,52
Hurto total,VILLA LURO,MAYO,2023,52
Hurto total,VILLA DEVOTO,FEBRERO,2019,52
Robo total,VILLA DEL PARQUE,SEPTIEMBRE,2017,52
Hurto total,VILLA SANTA RITA,DICIEMBRE,2022,52
Lesiones por siniestros viales,BALVANERA,DICIEMBRE,2017,52
Hurto total,VILLA SOLDATI,JULIO,2023,52
Hurto total,VILLA SOLDATI,MAYO,2022,52
Hurto total,SAN CRISTOBAL,MARZO,2016,52
Hurto total,SAN CRISTOBAL,JULIO,2022,52
Hurto total,VILLA URQUIZA,JULIO,2018,52
Hurto total,VILLA URQUIZA,MAYO,2021,52
Robo total,PARQUE CHACABUCO,JULIO,2020,52
Hurto total,COLEGIALES,JUNIO,2023,52
Amenazas,BARRACAS,ENERO,2021,52
Robo total,FLORESTA,DICIEMBRE,2023,52
Robo total,MONTE CASTRO,SEPTIEMBRE,2016,52
Lesiones por siniestros viales,BALVANERA,JUNIO,2017,52
Lesiones por siniestros viales,PALERMO,OCTUBRE,2019,52
Robo total,FLORESTA,FEBRERO,2022,52
Amenazas,VILLA LUGANO,SEPTIEMBRE,2019,52
Amenazas,VILLA LUGANO,OCTUBRE,2020,52
Robo total,SAN CRISTOBAL,DICIEMBRE,2021,52
Amenazas,VILLA LUGANO,NOVIEMBRE,2022,52
Lesiones Dolosas,PALERMO,SEPTIEMBRE,2021,52
Robo total,BOEDO,OCTUBRE,2020,52
Amenazas,VILLA LUGANO,JUNIO,2021,52
Robo total,MONTE CASTRO,NOVIEMBRE,2016,52
Amenazas,VILLA LUGANO,FEBRERO,2019,52
Robo total,CHACARITA,FEBRERO,2022,52
Amenazas,FLORES,OCTUBRE,2019,52
Amenazas,FLORES,NOVIEMBRE,2022,52
Amenazas,VILLA LUGANO,AGOSTO,2020,52
Lesiones Dolosas,RECOLETA,AGOSTO,2016,52
Hurto total,LINIERS,JUNIO,2017,52
Hurto total,VILLA DEL PARQUE,JULIO,2016,52
Hurto total,LINIERS,MARZO,2019,52
Lesiones Dolosas,VILLA LUGANO,ABRIL,2021,52
Hurto total,LINIERS,SEPTIEMBRE,2021,52
Robo total,VILLA PUEYRREDON,MAYO,2019,52
Hurto total,MATADEROS,DICIEMBRE,2020,52
Robo total,SAN CRISTOBAL,MARZO,2020,52
Hurto total,FLORESTA,MARZO,2017,52
Hurto total,VILLA CRESPO,SEPTIEMBRE,2020,52
Hurto total,COLEGIALES,OCTUBRE,2023,52
Robo total,LINIERS,AGOSTO,2021,52
Hurto total,PARQUE PATRICIOS,JUNIO,2023,52
Hurto total,SAN TELMO,OCTUBRE,2017,52
Robo total,FLORESTA,MAYO,2023,52
Lesiones Dolosas,CONSTITUCION,MARZO,2021,52
Robo total,FLORESTA,MARZO,2022,52
Hurto total,CONSTITUCION,MAYO,2018,52
Robo total,VILLA LURO,OCTUBRE,2016,52
Hurto total,PARQUE PATRICIOS,ENERO,2017,52
Lesiones por siniestros viales,PALERMO,NOVIEMBRE,2020,52
Hurto total,SAN TELMO,SEPTIEMBRE,2016,52
Lesiones Dolosas,FLORES,DICIEMBRE,2023,52
Hurto total,PARQUE PATRICIOS,ABRIL,2019,52
Hurto total,PARQUE CHACABUCO,JUNIO,2016,52
Hurto total,VELEZ SARSFIELD,DICIEMBRE,2023,52
Lesiones Dolosas,MONSERRAT,DICIEMBRE,2016,52
Robo total,PARQUE CHACABUCO,SEPTIEMBRE,2020,52
Lesiones por siniestros viales,BALVANERA,MAYO,2016,51
Lesiones por siniestros viales,BALVANERA,OCTUBRE,2016,51
Robo total,PARQUE PATRICIOS,MARZO,2020,51
Lesiones por siniestros viales,PALERMO,JUNIO,2022,51
Lesiones por siniestros viales,BALVANERA,NOVIEMBRE,2023,51
Lesiones por siniestros viales,BALVANERA,FEBRERO,2017,51
Lesiones por siniestros viales,BALVANERA,JULIO,2016,51
Lesiones por siniestros viales,PALERMO,AGOSTO,2018,51
Amenazas,BALVANERA,ABRIL,2017,51
Amenazas,BARRACAS,DICIEMBRE,2022,51
Robo total,BELGRANO,MAYO,2020,51
Lesiones por siniestros viales,PALERMO,AGOSTO,2016,51
Robo total,BOCA,DICIEMBRE,2021,51
Lesiones por siniestros viales,FLORES,ENERO,2017,51
Lesiones Dolosas,VILLA LUGANO,OCTUBRE,2018,51
Amenazas,BALVANERA,MAYO,2021,51
Lesiones por siniestros viales,BALVANERA,JUNIO,2018,51
Lesiones por siniestros viales,BALVANERA,AGOSTO,2019,51
Lesiones por siniestros viales,BALVANERA,ENERO,2017,51
Robo total,VELEZ SARSFIELD,ENERO,2017,51
Robo total,PATERNAL,NOVIEMBRE,2018,51
Hurto total,VILLA DEVOTO,OCTUBRE,2020,51
Hurto total,RETIRO,JULIO,2021,51
Lesiones Dolosas,LINIERS,FEBRERO,2016,51
Hurto total,CHACARITA,OCTUBRE,2019,51
Lesiones Dolosas,MONSERRAT,OCTUBRE,2017,51
Lesiones Dolosas,BARRACAS,AGOSTO,2016,51
Robo total,MONSERRAT,ABRIL,2021,51
Robo total,VILLA DEVOTO,FEBRERO,2020,51
Hurto total,COLEGIALES,OCTUBRE,2017,51
Robo total,VILLA LURO,JUNIO,2016,51
Robo total,VILLA DEVOTO,ABRIL,2021,51
Hurto total,PARQUE PATRICIOS,JUNIO,2022,51
Lesiones Dolosas,BALVANERA,MAYO,2020,51
Robo total,VILLA LURO,NOVIEMBRE,2017,51
Robo total,CHACARITA,ABRIL,2021,51
Hurto total,PARQUE PATRICIOS,JULIO,2017,51
Hurto total,PARQUE PATRICIOS,AGOSTO,2016,51
Lesiones Dolosas,PALERMO,AGOSTO,2022,51
Robo total,SAN CRISTOBAL,JUNIO,2020,51
Robo total,BOCA,MARZO,2020,51
Hurto total,BOCA,AGOSTO,2022,51
Robo total,VILLA ORTUZAR,AGOSTO,2018,51
Lesiones Dolosas,BALVANERA,JULIO,2022,51
Lesiones Dolosas,PALERMO,OCTUBRE,2021,51
Robo total,MATADEROS,MAYO,2020,51
Hurto total,SAAVEDRA,AGOSTO,2018,51
Robo total,VILLA DEVOTO,OCTUBRE,2022,51
Hurto total,SAN CRISTOBAL,ENERO,2020,51
Hurto total,BOEDO,ENERO,2017,51
Robo total,FLORESTA,ABRIL,2019,51
Hurto total,BOEDO,NOVIEMBRE,2019,51
Hurto total,VELEZ SARSFIELD,SEPTIEMBRE,2023,51
Lesiones Dolosas,CONSTITUCION,AGOSTO,2019,51
Robo total,FLORESTA,JUNIO,2023,51
Hurto total,BARRACAS,NOVIEMBRE,2018,51
Lesiones Dolosas,BARRACAS,NOVIEMBRE,2023,51
Robo total,VILLA GRAL. MITRE,OCTUBRE,2023,51
Hurto total,VILLA DEL PARQUE,ENERO,2020,51
Hurto total,SAN CRISTOBAL,ENERO,2019,51
Hurto total,SAAVEDRA,FEBRERO,2020,51
Hurto total,SAN CRISTOBAL,AGOSTO,2023,51
Hurto total,SAN CRISTOBAL,ABRIL,2022,51
Lesiones Dolosas,BARRACAS,MARZO,2016,51
Hurto total,SAAVEDRA,OCTUBRE,2016,51
Hurto total,SAAVEDRA,MAYO,2018,51
Hurto total,SAAVEDRA,MARZO,2022,51
Lesiones Dolosas,CONSTITUCION,OCTUBRE,2020,51
Hurto total,VILLA DEL PARQUE,MAYO,2016,51
Lesiones Dolosas,BARRACAS,JULIO,2020,51
Amenazas,PARQUE PATRICIOS,NOVIEMBRE,2017,51
Robo total,MONTE CASTRO,AGOSTO,2017,51
Lesiones Dolosas,PALERMO,ENERO,2022,51
Robo total,VILLA PUEYRREDON,NOVIEMBRE,2018,51
Lesiones Dolosas,RECOLETA,NOVIEMBRE,2019,51
Robo total,NUÑEZ,FEBRERO,2016,51
Lesiones Dolosas,ALMAGRO,ENERO,2016,51
Robo total,VILLA PUEYRREDON,DICIEMBRE,2018,51
Hurto total,MATADEROS,MARZO,2020,51
Robo total,SAAVEDRA,JUNIO,2021,51
Lesiones Dolosas,RETIRO,FEBRERO,2020,51
Lesiones Dolosas,RETIRO,JULIO,2017,51
Hurto total,NUÑEZ,OCTUBRE,2017,51
Lesiones Dolosas,ALMAGRO,DICIEMBRE,2016,51
Hurto total,NUÑEZ,JUNIO,2019,51
Hurto total,VILLA SANTA RITA,AGOSTO,2022,51
Robo total,SAN TELMO,SEPTIEMBRE,2019,51
Hurto total,NUÑEZ,FEBRERO,2020,51
Hurto total,NUÑEZ,ENERO,2022,51
Hurto total,NUÑEZ,ENERO,2019,51
Robo total,VILLA PUEYRREDON,ABRIL,2016,51
Hurto total,MONTE CASTRO,ABRIL,2022,51
Robo total,VELEZ SARSFIELD,JUNIO,2019,51
Robo total,BOEDO,AGOSTO,2021,51
Robo total,VELEZ SARSFIELD,FEBRERO,2018,51
Hurto total,NUEVA POMPEYA,JULIO,2016,51
Robo total,NUÑEZ,ENERO,2021,51
Lesiones Dolosas,RETIRO,AGOSTO,2016,51
Hurto total,PARQUE AVELLANEDA,ABRIL,2022,51
Amenazas,VILLA LUGANO,ENERO,2022,51
Robo total,BOEDO,NOVIEMBRE,2020,51
Robo total,VILLA DEL PARQUE,AGOSTO,2022,51
Hurto total,FLORESTA,JULIO,2016,51
Hurto total,LINIERS,ABRIL,2018,51
Robo total,BOEDO,JUNIO,2021,51
Robo total,VILLA DEL PARQUE,AGOSTO,2018,51
Amenazas,FLORES,MARZO,2018,51
Robo total,SAN TELMO,AGOSTO,2019,51
Robo total,VILLA DEL PARQUE,ABRIL,2019,51
Hurto total,VILLA LUGANO,AGOSTO,2020,51
Hurto total,BOCA,JUNIO,2023,51
Hurto total,LINIERS,ENERO,2021,51
Hurto total,LINIERS,FEBRERO,2016,51
Robo total,SAN TELMO,ENERO,2022,51
Hurto total,VILLA LURO,ENERO,2023,51
Hurto total,VILLA DEL PARQUE,AGOSTO,2016,50
Hurto total,SAN TELMO,OCTUBRE,2022,50
Robo total,VILLA DEL PARQUE,MAYO,2019,50
Hurto total,SAN TELMO,SEPTIEMBRE,2019,50
Hurto total,VELEZ SARSFIELD,NOVIEMBRE,2022,50
Amenazas,BALVANERA,FEBRERO,2020,50
Hurto total,VELEZ SARSFIELD,OCTUBRE,2022,50
Hurto total,VELEZ SARSFIELD,SEPTIEMBRE,2016,50
Hurto total,VILLA DEVOTO,DICIEMBRE,2020,50
Hurto total,VILLA PUEYRREDON,DICIEMBRE,2022,50
Hurto total,VILLA PUEYRREDON,FEBRERO,2020,50
Hurto total,VILLA DEL PARQUE,MAYO,2023,50
Robo total,VELEZ SARSFIELD,MAYO,2018,50
Hurto total,VILLA LURO,AGOSTO,2023,50
Amenazas,PALERMO,NOVIEMBRE,2019,50
Robo total,VILLA SANTA RITA,ABRIL,2018,50
Hurto total,VILLA SANTA RITA,FEBRERO,2023,50
Hurto total,VILLA DEL PARQUE,FEBRERO,2022,50
Robo total,PARQUE AVELLANEDA,JULIO,2022,50
Robo total,VILLA DEVOTO,FEBRERO,2022,50
Robo total,VILLA DEL PARQUE,ENERO,2023,50
Hurto total,VILLA DEVOTO,ENERO,2019,50
Hurto total,BARRACAS,DICIEMBRE,2018,50
Hurto total,VILLA DEL PARQUE,MARZO,2018,50
Hurto total,SAAVEDRA,JULIO,2017,50
Hurto total,BOEDO,AGOSTO,2016,50
Hurto total,LINIERS,MARZO,2021,50
Hurto total,PARQUE AVELLANEDA,OCTUBRE,2019,50
Hurto total,PARQUE AVELLANEDA,NOVIEMBRE,2021,50
Robo total,VILLA PUEYRREDON,NOVIEMBRE,2016,50
Hurto total,PARQUE AVELLANEDA,JULIO,2022,50
Amenazas,VILLA LUGANO,OCTUBRE,2018,50
Hurto total,LINIERS,AGOSTO,2021,50
Amenazas,VILLA LUGANO,JUNIO,2020,50
Amenazas,VILLA LUGANO,JULIO,2022,50
Hurto total,PARQUE AVELLANEDA,ENERO,2018,50
Hurto total,PARQUE AVELLANEDA,DICIEMBRE,2019,50
Hurto total,LINIERS,MARZO,2018,50
Hurto total,PARQUE AVELLANEDA,AGOSTO,2016,50
Hurto total,PARQUE CHACABUCO,SEPTIEMBRE,2016,50
Lesiones por siniestros viales,PALERMO,SEPTIEMBRE,2016,50
Hurto total,MATADEROS,AGOSTO,2017,50
Hurto total,MATADEROS,SEPTIEMBRE,2020,50
Hurto total,NUÑEZ,JUNIO,2017,50
Hurto total,NUÑEZ,JULIO,2019,50
Hurto total,NUÑEZ,ENERO,2018,50
Hurto total,NUÑEZ,ABRIL,2018,50
Robo automotor,VILLA LUGANO,DICIEMBRE,2016,50
Hurto total,NUEVA POMPEYA,OCTUBRE,2016,50
Robo automotor,FLORES,MAYO,2016,50
Hurto total,NUEVA POMPEYA,ABRIL,2016,50
Hurto total,PARQUE CHACABUCO,ABRIL,2019,50
Robo total,VILLA PUEYRREDON,SEPTIEMBRE,2018,50
Hurto total,BOEDO,JULIO,2018,50
Hurto total,SAN CRISTOBAL,ABRIL,2017,50
Hurto total,BOEDO,JUNIO,2016,50
Hurto total,BOEDO,MAYO,2017,50
Amenazas,BALVANERA,ABRIL,2019,50
Hurto total,BOEDO,SEPTIEMBRE,2019,50
Hurto total,SAN TELMO,FEBRERO,2016,50
Lesiones por siniestros viales,BALVANERA,SEPTIEMBRE,2022,50
Lesiones por siniestros viales,CABALLITO,ABRIL,2019,50
Lesiones por siniestros viales,CABALLITO,MAYO,2019,50
Hurto total,SAN CRISTOBAL,MAYO,2019,50
Lesiones por siniestros viales,FLORES,MARZO,2018,50
Lesiones por siniestros viales,FLORES,OCTUBRE,2019,50
Hurto total,SAAVEDRA,NOVIEMBRE,2018,50
Robo total,VILLA LURO,MAYO,2018,50
Hurto total,SAAVEDRA,MARZO,2021,50
Hurto total,SAAVEDRA,JULIO,2018,50
Amenazas,PALERMO,FEBRERO,2021,50
Lesiones por siniestros viales,PALERMO,AGOSTO,2023,50
Hurto total,SAAVEDRA,AGOSTO,2016,50
Hurto total,PARQUE PATRICIOS,SEPTIEMBRE,2021,50
Hurto total,CHACARITA,OCTUBRE,2022,50
Hurto total,PARQUE PATRICIOS,OCTUBRE,2019,50
Hurto total,COLEGIALES,ENERO,2020,50
Hurto total,PARQUE PATRICIOS,NOVIEMBRE,2017,50
Hurto total,CONSTITUCION,ENERO,2022,50
Amenazas,PALERMO,FEBRERO,2022,50
Robo total,VILLA SOLDATI,JUNIO,2020,50
Lesiones Dolosas,BARRACAS,MAYO,2016,50
Lesiones Dolosas,RECOLETA,SEPTIEMBRE,2017,50
Amenazas,BALVANERA,NOVIEMBRE,2020,50
Lesiones Dolosas,RECOLETA,MAYO,2017,50
Robo total,LINIERS,ABRIL,2022,50
Robo total,FLORESTA,ENERO,2020,50
Lesiones Dolosas,RECOLETA,JULIO,2016,50
Amenazas,BARRACAS,ABRIL,2021,50
Robo total,CHACARITA,FEBRERO,2016,50
Amenazas,BARRACAS,AGOSTO,2022,50
Lesiones Dolosas,BARRACAS,AGOSTO,2023,50
Lesiones Dolosas,BARRACAS,DICIEMBRE,2017,50
Robo total,FLORESTA,AGOSTO,2022,50
Lesiones Dolosas,BARRACAS,JULIO,2017,50
Amenazas,BARRACAS,FEBRERO,2021,50
Amenazas,FLORES,OCTUBRE,2023,50
Lesiones Dolosas,BARRACAS,JULIO,2021,50
Amenazas,BARRACAS,JULIO,2021,50
Robo total,VILLA SANTA RITA,JULIO,2018,50
Robo total,VILLA SANTA RITA,MARZO,2018,50
Amenazas,CABALLITO,NOVIEMBRE,2021,50
Amenazas,BARRACAS,MARZO,2022,50
Robo total,MONTE CASTRO,JULIO,2016,50
Robo total,MONTE CASTRO,AGOSTO,2016,50
Robo total,CHACARITA,NOVIEMBRE,2019,50
Lesiones Dolosas,NUEVA POMPEYA,NOVIEMBRE,2019,50
Lesiones Dolosas,NUEVA POMPEYA,NOVIEMBRE,2020,50
Lesiones Dolosas,PALERMO,JUNIO,2023,50
Lesiones Dolosas,PALERMO,ENERO,2020,50
Lesiones Dolosas,CABALLITO,DICIEMBRE,2018,50
